MAGIC	WIZARDS	magic_bytes	wizards_bytes	size_ratio
seg017p19:UU_VGA_WndDrawCntrdFar	seg017p19:Clipped_Print_Centered_Far	44	44	1.000000
seg017p20:UU_VGA_WndDrawRtAlgFar	seg017p20:Clipped_Print_Right_Far	44	44	1.000000
seg017p21:UU_VGA_DrawNumber	seg017p21:Print_Integer	55	55	1.000000
seg017p22:UU_VGA_DrawLongNumber	seg017p22:Print_Long	58	58	1.000000
seg017p23:Print_Right	seg017p23:Print_Right	53	53	1.000000
seg017p24:Print_Centered	seg017p24:Print_Centered	59	59	1.000000
seg017p25:Print_Integer_Right	seg017p25:Print_Integer_Right	54	54	1.000000
seg017p26:UU_VGA_DrawCntrdNumber	seg017p26:Print_Integer_Centered	54	54	1.000000
seg017p27:UU_VGA_DrawRtAlgLongN	seg017p27:Print_Long_Right	57	57	1.000000
seg017p28:UU_VGA_WndDrawNumber	seg017p28:Clipped_Print_Integer	55	55	1.000000
seg017p29:UU_VGA_WndDrawLongN	seg017p29:Clipped_Print_Long	58	58	1.000000
seg017p30:UU_VGA_WndDrawRtAligned	seg017p30:Clipped_Print_Right	53	53	1.000000
seg017p31:UU_VGA_WndDrawCentered	seg017p31:Clipped_Print_Centered	59	59	1.000000
seg017p32:UU_VGA_WndDrawRtAlgNum	seg017p32:Clipped_Print_Integer_Right	54	54	1.000000
seg017p33:UU_VGA_WndDrawRtAlgLong	seg017p33:Clipped_Print_Long_Right	57	57	1.000000
seg017p34:VGA_DrawJustified	seg017p34:Print_Full	34	34	1.000000
seg017p35:Print	seg017p35:Print	25	25	1.000000
seg017p36:Print_Display	seg017p36:Print_Display	497	497	1.000000
seg017p37:VGA_DrawString	seg017p37:Print_String	419	419	1.000000
seg017p38:UU_VGA_DisableAAPixels	seg017p38:No_Print_Alias	11	11	1.000000
seg017p39:FNT_FontColorSelect_0	seg017p39:Set_Normal_Colors_On	14	14	1.000000
seg017p40:FNT_FontColorSelect_0or1	seg017p40:Set_Highlight_Colors_On	39	39	1.000000
seg017p41:FNT_FontColorSelect_0or2	seg017p41:Set_Special_Colors_On	39	39	1.000000
seg017p42:FNT_FontColorSelect	seg017p42:Set_Color_Set	89	89	1.000000
seg017p43:UU_DBG_TblDrawValue	seg017p43:PSTRM	157	157	1.000000
seg017p44:UU_DBG_TblCellWrapper	seg017p44:Disp_PSTR_Wrapper	36	36	1.000000
seg017p45:UU_DBG_TblDrawString	seg017p45:PSTRS	58	58	1.000000
seg017p46:UU_DBG_TblDrawS16	seg017p46:PSTR	61	61	1.000000
seg017p47:UU_DBG_TblDrawS32	seg017p47:PSTRL	64	64	1.000000
seg017p48:UU_DBG_TblDrawU32	seg017p48:PSTRU	75	75	1.000000
seg017p49:UU_DBG_DrawTableCell	seg017p49:Disp_PSTR	328	328	1.000000
seg017p50:UU_VGA_WndDrawSString	seg017p50:Clipped_Print	442	442	1.000000
seg017p51:UU_VGA_WndDrawString	seg017p51:Clipped_Print_String	245	245	1.000000
seg017p52:UU_VGA_WndDrawChar	seg017p52:Clipped_Print_Character	290	290	1.000000
seg017p53:VGA_GetFontIndex	seg017p53:Get_Current_Font_Style	21	21	1.000000
seg017p54:VGA_GetFontColor1	seg017p54:Get_Current_Normal_Color	21	21	1.000000
seg017p55:VGA_GetFontColor2	seg017p55:Get_Current_Highlight_Color	21	21	1.000000
seg017p56:UU_VGA_GetFontColor3	seg017p56:Get_Current_Special_Color	21	21	1.000000
seg017p57:UU_STR_CopyToNearLBX	seg017p57:String_Copy_Far_To_Near	29	29	1.000000
seg017p58:VGA_GetVertSpacing	seg017p58:Get_Font_Vertical_Spacing	52	52	1.000000
seg017p59:Trim	seg017p59:Trim	95	95	1.000000
seg017p60:Print_To_Bitmap	seg017p60:Print_To_Bitmap	28	28	1.000000
seg017p61:Print_Display_To_Bitmap	seg017p61:Print_Display_To_Bitmap	526	526	1.000000
seg017p62:Print_String_To_Bitmap	seg017p62:Print_String_To_Bitmap	392	392	1.000000
seg017p63:UU_LBX_DrawRightAligned	seg017p63:Print_Right_To_Bitmap	55	55	1.000000
seg017p64:UU_LBX_DrawCentered	seg017p64:Print_Centered_To_Bitmap	61	61	1.000000
seg017p65:UU_LBX_DrawJustified	seg017p65:Print_Full_To_Bitmap	36	36	1.000000
seg017p66:UU_LBX_DrawFarString	seg017p66:Print_To_Bitmap_Far	46	46	1.000000
seg017p67:UU_LBX_DrawRtAlgFar	seg017p67:UU_Print_Right_To_Bitmap_Far	46	46	1.000000
seg017p68:UU_LBX_DrawCenteredFar	seg017p68:UU_Print_Centered_To_Bitmap_Far	46	46	1.000000
seg017p69:UU_LBX_DrawJustifiedFar	seg017p69:UU_Print_Full_To_Bitmap_Far	49	49	1.000000
seg018p1:Set_Font_Style	seg018p1:Set_Font_Style	326	326	1.000000
seg018p2:Print_Character	seg018p2:Print_Character	116	116	1.000000
seg018p3:VGA_DrawChar_NoAA	seg018p3:Print_Character_No_Alias	116	116	1.000000
seg018p4:LBX_DrawGlyph	seg018p4:Print_Character_To_Bitmap	175	175	1.000000
seg018p5:Print_Character_ASM_	seg018p5:Print_Character_ASM_	126	126	1.000000
seg018p6:VGA_DrawGlyph_NoAA	seg018p6:Print_Character_No_Alias_ASM_	135	135	1.000000
seg018p7:Get_String_Width	seg018p7:Get_String_Width	85	85	1.000000
seg018p8:VGA_DrawPartialChar	seg018p8:Print_Clipped_Character	84	84	1.000000
seg018p9:VGA_DrawPartialGlyph	seg018p9:Print_Clipped_Letter	190	190	1.000000
seg019p1:Print_Paragraph	seg019p1:Print_Paragraph	395	395	1.000000
seg019p2:UU_VGA_WndDrawText	seg019p2:UU_VGA_WndDrawText	256	256	1.000000
seg019p3:UU_GUI_CreateHelpLinks	seg019p3:UU_GUI_CreateHelpLinks	779	779	1.000000
seg019p4:VGA_TextSetup	seg019p4:Mark_Paragraph	816	816	1.000000
seg019p5:VGA_GetTextHeight	seg019p5:Get_Paragraph_Max_Height	94	94	1.000000
seg019p6:VGA_GetTextWidth	seg019p6:Get_Paragraph_Max_Width	293	293	1.000000
seg019p7:UU_VGA_ResetFltBlocks	seg019p7:Reset_Paragraph_Exclusions	11	11	1.000000
seg019p8:UU_VGA_AddFloatingBlock	seg019p8:Set_Paragraph_Exclusion_Area	68	68	1.000000
seg019p9:UU_VGA_AddFltIMGSpace	seg019p9:UU_Set_Paragraph_Exclusion_Picture	116	116	1.000000
seg019p10:STR_RemoveLBSPs	seg019p10:Remove_Paragraph_Marks	38	38	1.000000
seg019p11:VGA_GetFontHeight	seg019p11:Get_Font_Height	33	33	1.000000
seg019p12:UU_VGA_WidestGlyph	seg019p12:UU_VGA_WidestGlyph	75	75	1.000000
seg019p13:UU_LBX_DrawText	seg019p13:Print_Paragraph_To_Bitmap	408	408	1.000000
seg019p14:VGA_TextDraw_Init	seg019p14:VGA_TextDraw_Init	117	117	1.000000
seg020p1:Load_Palette	seg020p1:Load_Palette	226	226	1.000000
seg020p2:UU_VGA_ResetShade0	seg020p2:Update_Remap_Gray_Palette	29	29	1.000000
seg020p3:VGA_SetShades_Grey0	seg020p3:Calculate_Remap_Colors	126	126	1.000000
seg020p4:UU_VGA_SetShades_Range	seg020p4:Update_Remap_Color_Range	160	160	1.000000
seg020p5:Set_Palette_Changes	seg020p5:Set_Palette_Changes	35	35	1.000000
seg020p6:Clear_Palette_Changes	seg020p6:Clear_Palette_Changes	34	34	1.000000
seg020p7:UU_PAL_ClearPalette	seg020p7:NX_VGA_ClearDAC	53	53	1.000000
seg020p8:UU_PAL_SavePalette	seg020p8:NX_VGA_SaveDAC	31	31	1.000000
seg020p9:UU_PAL_RestorePalette	seg020p9:NX_VGA_RestoreDAC	44	44	1.000000
seg020p10:UU_Set_Palette_Colors	seg020p10:NX_VGA_LoadDAC	72	72	1.000000
seg020p11:UU_Reset_Cycle_Palette_Color	seg020p11:Reset_Cycle_Palette_Color	11	11	1.000000
seg020p12:UU_Cycle_Palette_Color	seg020p12:Cycle_Palette_Color__STUB	460	460	1.000000
seg020p13:UU_Update_Cycle	seg020p13:Update_Cycle	148	148	1.000000
seg020p14:UU_Set_Palette_Gradient	seg020p14:NX_VGA_CreateHues	184	184	1.000000
seg021p1:Apply_Palette	seg021p1:Apply_Palette	96	96	1.000000
seg021p2:Cycle_Palette	seg021p2:Cycle_Palette	228	228	1.000000
seg021p3:UU_VGA_ShadeScreen	seg021p3:Tint_Palette	310	310	1.000000
seg021p4:UU_VGA_SlideColors	seg021p4:VGA_SlideColors__STUB	210	210	1.000000
seg021p5:UU_VGA_ColorWave	seg021p5:NX_VGA_ColorWave	149	149	1.000000
seg021p6:VGA_ShadeColorMatch	seg021p6:Create_Remap_Palette	560	560	1.000000
seg021p7:FLIC_Load_Palette	seg021p7:FLIC_Load_Palette	181	181	1.000000
seg022p1:UU_VGA_Bleep	seg022p1:UU_VGA_Bleep	12	12	1.000000
seg022p2:UU_KBD_GetKey	seg022p2:UU_KBD_GetKey	9	9	1.000000
seg022p3:UU_Clock_Wait30	seg022p3:UU_Clock_Wait30	20	20	1.000000
seg022p4:Clear_Screens	seg022p4:Clear_Screens	65	65	1.000000
seg022p5:Set_Random_Seed	seg022p5:Set_Random_Seed	17	17	1.000000
seg022p6:Get_Random_Seed	seg022p6:Get_Random_Seed	36	36	1.000000
seg022p7:Randomize	seg022p7:Randomize	43	43	1.000000
seg022p8:Random	seg022p8:Random	144	144	1.000000
seg022p9:String_To_Upper	seg022p9:String_To_Upper	54	54	1.000000
seg022p10:String_To_Lower	seg022p10:String_To_Lower	54	54	1.000000
seg022p11:RP_MEM_Copy	seg022p11:Copy_Memory_Near	40	40	1.000000
seg022p12:RP_MEM_CopyIfLess	seg022p12:UU_MEM_CopyIfLess	49	49	1.000000
seg022p13:RP_MEM_Clear_Near	seg022p13:UU_MEM_Clear_Near	39	39	1.000000
seg022p14:RP_MEM_Set_Near	seg022p14:UU_MEM_Set_Near	40	40	1.000000
seg022p15:RP_MEM_PullRecord	seg022p15:Clear_Structure	118	118	1.000000
seg022p16:RP_MEM_PullDynRecord	seg022p16:Delete_Structure	97	97	1.000000
seg022p17:RP_MEM_CopyIfLess_Far	seg022p17:Copy_Memory_Less	79	79	1.000000
seg022p18:RP_MEM_Clear_Far	seg022p18:Clear_Memory	55	55	1.000000
seg022p19:RP_MEM_Set_Far	seg022p19:Set_Memory	56	56	1.000000
seg022p20:RP_MEM_SwapWord	seg022p20:Swap_Short	34	34	1.000000
seg022p21:RP_MEM_SwapBytes	seg022p21:MEM_SwapBytes	51	51	1.000000
seg022p22:_fmemcpy	seg022p22:_fmemcpy	110	110	1.000000
seg022p23:RP_MEM_TestBit_Far	seg022p23:Test_Bit_Field	45	45	1.000000
seg022p24:RP_MEM_SetBit_Far	seg022p24:Set_Bit_Field	45	45	1.000000
seg022p25:RP_MEM_ClearBit_Far	seg022p25:Clear_Bit_Field	51	51	1.000000
seg022p26:RP_MEM_TestBit_Near	seg022p26:MEM_TestBit_Near	55	55	1.000000
seg022p27:UU_MEM_SetBit_Near	seg022p27:Set_Bit_Field_Near	42	42	1.000000
seg022p28:UU_MEM_ClearBit_Near	seg022p28:UU_MEM_ClearBit_Near	42	42	1.000000
seg022p29:UU_DBG_SetSelectSetting	seg022p29:UU_DBG_SetSelectSetting	29	29	1.000000
seg022p30:UU_DBG_SelectDialog	seg022p30:UU_DBG_SelectDialog	600	600	1.000000
seg022p31:UU_VGA_GrowOutFlip	seg022p31:Draw_Expanding_Bitmap	392	392	1.000000
seg022p32:PageFlip_GrowOut_CopyScreen	seg022p32:Copy_Screen_To_Bitmap	73	73	1.000000
seg023p1:UU_VGA_GetPointInDir	seg023p1:UU_VGA_GetPointInDir	251	251	1.000000
seg023p2:Range	seg023p2:Range	75	75	1.000000
seg023p3:Delta_XY_With_Wrap	seg023p3:Delta_XY_With_Wrap	97	97	1.000000
seg023p4:UU_Tile_PlotLine	seg023p4:Path	385	385	1.000000
seg023p5:Path_Wrap	seg023p5:Path_Wrap	572	572	1.000000
seg024p1:DBG_Quit	seg024p1:F11_Key__WIP	21	21	1.000000
seg024p2:DBG_ScreenDump	seg024p2:Screen_Flic_Capture	1027	1027	1.000000
seg024p3:VGA_GetDACBlock	seg024p3:VGA_GetDACBlock	41	41	1.000000
seg024p4:VGA_ReadScreenLine	seg024p4:VGA_ReadScreenLine	91	91	1.000000
seg024p5:Release_Version	seg024p5:Release_Version	11	11	1.000000
seg024p6:Check_Release_Version	seg024p6:Check_Release_Version	10	10	1.000000
seg024p7:UU_VGA_SaveDrawSection	seg024p7:Screen_Picture_Capture	90	90	1.000000
seg024p8:UU_VGA_CopyToLBX	seg024p8:Capture_Screen_Block	134	134	1.000000
seg025p1:VGA_FILEH_Draw	seg025p1:Draw_File_Animation_Frame_ASM	455	455	1.000000
seg025p2:VGA_MapNextEMMPage	seg025p2:Map_File_Animation_Frame_ASM	47	47	1.000000
seg025p3:VGA_FILEH_Draw_R	seg025p3:Remap_Draw_File_Animation_Frame_ASM	487	487	1.000000
seg026p1:Set_Page_On	seg028p1:Set_Page_On	18	18	1.000000
seg026p2:Set_Page_Off	seg028p2:Set_Page_Off	22	22	1.000000
seg026p3:Check_Default_Video_Page	seg028p3:Check_Default_Video_Page	15	15	1.000000
seg026p4:Page_Flip	seg028p4:Page_Flip	52	52	1.000000
seg026p5:Copy_On_To_Off_Page	seg028p5:Copy_On_To_Off_Page	34	34	1.000000
seg026p6:Copy_On_To_Off_YM	seg028p6:Copy_On_To_Off_YM	198	198	1.000000
seg026p7:Copy_On_To_Off_NM	seg028p7:Copy_On_To_Off_NM	79	79	1.000000
seg026p8:Copy_Off_To_Back	seg028p8:Copy_Off_To_Back	67	67	1.000000
seg026p9:Copy_Back_To_Off	seg028p9:Copy_Back_To_Off	67	67	1.000000
seg026p10:VGA_SaveDraw_Frame4	seg028p10:Copy_Off_To_Page4	67	67	1.000000
seg026p11:VGA_LoadDraw_Frame4	seg028p11:Copy_Page4_To_Off	67	67	1.000000
seg026p12:UU_VGA_CopyToDraw	seg028p12:UU_VGA_CopyToDraw	68	68	1.000000
seg027p1:FLIC_Draw_Frame	seg029p1:Draw_Frame_ASM	256	256	1.000000
seg027p3:FLIC_Draw_EMM	seg029p3:EMM_Draw_Frame_ASM	451	451	1.000000
seg027p4:FLIC_EMM_MapNextPages	seg029p4:Map_Frame_ASM	39	39	1.000000
seg028p1:UU_LBX_Image_Copy	seg030p1:Copy_Bitmap_To_Bitmap	71	71	1.000000
seg028p2:Create_Picture	seg030p2:Create_Picture	132	132	1.000000
seg028p3:UU_LBX_IMG_VShiftRect	seg030p3:LBX_IMG_VShiftRect	515	515	1.000000
seg028p4:UU_LBX_IMG_VertWarp	seg030p4:LBX_IMG_VertWarp	337	337	1.000000
seg028p5:UU_LBX_IMG_HorzWarp	seg030p5:LBX_IMG_HorzWarp	360	360	1.000000
seg028p6:UU_LBX_IMG_PrepFill	seg030p6:Create_Blank_Picture	133	133	1.000000
seg028p7:UU_LBX_IMG_ColorShift	seg030p7:UU_LBX_IMG_ColorShift	158	158	1.000000
seg028p8:UU_LBX_IMG_CReplaceRect	seg030p8:UU_LBX_IMG_CReplaceRect	164	164	1.000000
seg028p9:UU_LBX_IMG_ClearGraphic	seg030p9:Replace_Color_All	95	95	1.000000
seg028p10:UU_LBX_IMG_LoadPalette	seg030p10:Load_Palette_From_Animation	55	55	1.000000
seg028p11:FLIC_Draw	seg030p11:FLIC_Draw	238	238	1.000000
seg028p12:FLIC_Draw_XY_Wnd	seg030p12:Clipped_Draw	442	442	1.000000
seg028p13:Draw_Picture_To_Bitmap	seg030p13:Draw_Picture_To_Bitmap	369	369	1.000000
seg028p14:FLIC_Set_CurrentFrame	seg030p14:Set_Animation_Frame	102	102	1.000000
seg028p15:FLIC_ResetFrame	seg030p15:Reset_Animation_Frame	23	23	1.000000
seg028p16:FLIC_Get_CurrentFrame	seg030p16:FLIC_Get_CurrentFrame	21	21	1.000000
seg028p17:UU_LBX_IMG_GetFrameCnt	seg030p17:FLIC_Get_FrameCount	21	21	1.000000
seg028p18:LBX_IMG_GetWidth	seg030p18:FLIC_Get_Width	20	20	1.000000
seg028p19:LBX_IMG_GetHeight	seg030p19:FLIC_Get_Height	21	21	1.000000
seg028p20:UU_VGA_WndDrawRotateImg	seg030p20:VGA_WndDrawRotateImg	129	129	1.000000
seg028p21:UU_VGA_WndDrawImageRect	seg030p21:VGA_WndDrawImageRect	4251	4251	1.000000
seg028p22:UU_VGA_WndDrawTransform	seg030p22:UU_VGA_WndDrawTransform	315	315	1.000000
seg028p23:UU_VGA_RotateRect	seg030p23:VGA_RotateRect	607	607	1.000000
seg028p24:Draw_Picture	seg030p24:Draw_Picture	57	57	1.000000
seg028p25:Draw_Picture_Windowed	seg030p25:Draw_Picture_Windowed	301	301	1.000000
seg028p26:UU_LBX_IMG_CopyInto	seg030p26:Clipped_Copy_Bitmap	360	360	1.000000
seg028p27:UU_LBX_IMG_Overlay	seg030p27:Clipped_Copy_Mask	360	360	1.000000
seg028p28:UU_LBX_IMG_StripColors	seg030p28:Transparent_Color_Range	102	102	1.000000
seg028p29:UU_LBX_IMG_CropRect	seg030p29:UU_LBX_IMG_CropRect	296	296	1.000000
seg028p30:UU_LBX_IMG_ClearRect	seg030p30:Clear_Bitmap_Region	230	230	1.000000
seg028p31:UU_LBX_IMG_FullGScale	seg030p31:UU_LBX_IMG_FullGScale	32	32	1.000000
seg028p32:UU_LBX_IMG_ExtGScaleEC	seg030p32:UU_LBX_IMG_ExtGScaleEC	51	51	1.000000
seg028p33:UU_LBX_IMG_ExtGrayScale	seg030p33:UU_LBX_IMG_ExtGrayScale	280	280	1.000000
seg028p34:UU_LBX_IMG_Resize	seg030p34:Scale_Bitmap	217	217	1.000000
seg028p35:Open_File_Animation__HACK	seg030p35:Open_File_Animation	117	117	1.000000
seg028p36:Draw_File_Animation__HACK	seg030p36:Draw_File_Animation	366	366	1.000000
seg028p37:VGA_FILEH_Loader	seg030p37:Load_File_Animation_Frame	371	371	1.000000
seg028p38:UU_VGA_FILEH_GetFrame	seg030p38:Get_File_Animation_Frame	22	22	1.000000
seg028p39:UU_VGA_FILEH_SetFrame	seg030p39:Set_File_Animation_Frame	24	24	1.000000
seg028p40:LBX_IMG_IsFullFramed	seg030p40:Get_Full_Store_Flag	144	144	1.000000
seg028p41:LBX_IMG_SetLoop1	seg030p41:FLIC_Set_LoopFrame_1	24	24	1.000000
seg028p42:UU_LBX_IMG_OutlineOvr	seg030p42:Outline_Bitmap_Pixels	218	218	1.000000
seg028p43:UU_LBX_IMG_OutlineOvr_R	seg030p43:Outline_Bitmap_Pixels_No_Glass	226	226	1.000000
seg028p44:UU_LBX_IMG_ColorScrmblr	seg030p44:Bitmap_Aura_Pixels	111	111	1.000000
seg028p45:UU_LBX_IMG_DrawRect	seg030p45:UU_LBX_IMG_DrawRect	337	337	1.000000
seg028p46:LBX_IMG_GetGFXSize	seg030p46:Get_Bitmap_Actual_Size	225	225	1.000000
seg029p1:VGA_DrawPartialImage	seg031p1:Clipped_Draw_Frame	565	565	1.000000
seg029p2:VGA_DrawPartImage_R	seg031p2:Clipped_Remap_Draw_Frame__NOP	746	746	1.000000
seg030p1:VGA_DrawPartEmsImg	seg032p1:EMS_Clipped_Draw	760	760	1.000000
seg030p2:EMM_MapNextIMGPages	seg032p2:EMS_Clipped_Draw_Map4Pages	44	44	1.000000
seg030p3:VGA_DrawPartEmsImg_R	seg032p3:EMS_Clipped_Remap_Draw	753	753	1.000000
seg031p1:FLIC_DecPrepare	seg033p1:Create_Multi_Frame_Blank_Bitmap	66	66	1.000000
seg031p2:FLIC_LoadFrame	seg033p2:Add_Picture_To_Bitmap	164	164	1.000000
seg031p3:FLIC_LoadEMSFrame	seg033p3:Add_Picture_To_Bitmap_EMM	308	308	1.000000
seg031p4:EMM_MapNextIMGPages2	seg033p4:EMM_MapNextIMGPages2	37	37	1.000000
seg031p5:Draw_Picture_ASM	seg033p5:Draw_Picture_ASM	188	188	1.000000
seg031p6:VGA_CopyLBXImage_R	seg033p6:Remap_Draw_Picture_ASM	187	187	1.000000
seg031p7:UU_LBX_IMG_RawOverlay	seg033p7:Mask_Bitmap_Pixels	75	75	1.000000
seg031p8:UU_LBX_IMG_HorzFlip	seg033p8:Flip_Bitmap	66	66	1.000000
seg031p9:UU_LBX_IMG_ColorReplace	seg033p9:Replace_Color	55	55	1.000000
seg031p10:UU_LBX_IMG_GetIntensity	seg033p10:UU_LBX_IMG_GetIntensity	118	118	1.000000
seg031p11:UU_LBX_IMG_PartialCopy	seg033p11:Mask_Bitmap_Pixels_Inverse	75	75	1.000000
seg031p12:UU_MEM_Clear_Far2	seg033p12:Clear_Bitmap_Pixels	28	28	1.000000
seg031p13:UU_LBX_IMG_Shrink	seg033p13:Reduce_Bitmap	170	170	1.000000
seg031p14:UU_LBX_IMG_Stretch	seg033p14:Enlarge_Bitmap	200	200	1.000000
seg031p15:Vanish_Bitmap	seg033p15:Vanish_Bitmap__WIP	112	112	1.000000
seg031p16:Grayscale_Bitmap	seg033p16:Gray_Scale_Bitmap	130	130	1.000000
seg031p17:UU_LBX_IMG_RevGrayscale	seg033p17:LBX_IMG_RevGrayscale	134	134	1.000000
seg031p18:UU_DUP_RevGrayscale	seg033p18:UU_DUP_RevGrayscale	134	134	1.000000
seg031p19:UU_RNG_GFX_Random	seg033p19:RNG_GFX_Random__WIP	142	142	1.000000
seg032p1:UU_MATH_Inverse_Tangent	seg034p1:Get_Angle	89	89	1.000000
seg032p2:UU_MATH_Inverse_Tan_QI	seg034p2:Get_Base_Angle	173	173	1.000000
seg032p3:UU_MATH_Int_Cos	seg034p3:Cos	142	142	1.000000
seg032p4:UU_MATH_Int_Sin	seg034p4:Sin	142	142	1.000000
seg032p5:UU_VGA_DrawTexture	seg034p5:VGA_DrawTexture	380	380	1.000000
seg032p6:UU_VGA_DrawTexture_R	seg034p6:VGA_DrawTexture_R	485	485	1.000000
seg033p1:Set_Mouse_List	seg035p1:Set_Mouse_List	68	68	1.000000
seg033p2:Check_Mouse_Shape	seg035p2:Check_Mouse_Shape	90	90	1.000000
seg033p3:Get_Pointer_Image_Number	seg035p3:Get_Pointer_Image_Number	11	11	1.000000
seg033p4:Get_Pointer_Offset	seg035p4:Get_Pointer_Offset	11	11	1.000000
seg033p5:Mouse_Button	seg035p5:Mouse_Button	38	38	1.000000
seg033p6:MD_WaitRelease	seg035p6:Mouse_Wait	32	32	1.000000
seg033p7:MD_Init	seg035p7:Init_Mouse_Driver	150	150	1.000000
seg033p8:CRP_MD_EnableEmu	seg035p8:RP_MOUSE_SetUsable	14	14	1.000000
seg033p9:Reset_System_Mouse	seg035p9:Reset_System_Mouse	72	72	1.000000
seg033p10:Mouse_Movement_Handler	seg035p10:Mouse_Movement_Handler	53	53	1.000000
seg033p11:Mouse_Button_Handler	seg035p11:Mouse_Button_Handler	53	53	1.000000
seg033p12:MD_INT_Handler	seg035p12:User_Mouse_Handler	224	224	1.000000
seg033p13:Save_Mouse_State	seg035p13:Save_Mouse_State	24	24	1.000000
seg033p14:Restore_Mouse_State	seg035p14:Restore_Mouse_State	18	18	1.000000
seg033p15:UU_MOUSE_GetHwOrEmu	seg035p15:UU_MOUSE_Usable	21	21	1.000000
seg033p16:Keyboard_Status	seg035p16:Keyboard_Status	32	32	1.000000
seg033p17:Read_Key	seg035p17:Read_Key	607	607	1.000000
seg033p18:Pointer_X	seg035p18:Pointer_X	11	11	1.000000
seg033p19:Pointer_Y	seg035p19:Pointer_Y	11	11	1.000000
seg033p20:MD_MoveCursor	seg035p20:Set_Pointer_Position	43	43	1.000000
seg033p21:MD_MoveCursorINT	seg035p21:Set_Mouse_Position	22	22	1.000000
seg033p22:MD_GetClickX	seg035p22:Mouse_Buffer_X	11	11	1.000000
seg033p23:MD_GetClickY	seg035p23:Mouse_Buffer_Y	11	11	1.000000
seg033p24:MD_GetClickedBtns	seg035p24:Mouse_Buffer_Button	11	11	1.000000
seg033p25:Mouse_Buffer	seg035p25:Mouse_Buffer	17	17	1.000000
seg033p26:Mouse_Buffer2	seg035p26:Mouse_Buffer2	17	17	1.000000
seg033p27:CRP_MD_SetClick_CilckRec2	seg035p27:Set_Buffer_2	30	30	1.000000
seg033p28:UU_MD_SetClick_All	seg035p28:Set_Mouse_Buffer	42	42	1.000000
seg033p29:MD_ISR_SaveClick	seg035p29:Check_Mouse_Buffer	58	58	1.000000
seg033p30:Save_Mouse_On_Page	seg035p30:Save_Mouse_On_Page	211	211	1.000000
seg033p31:Save_Mouse_Off_Page	seg035p31:Save_Mouse_Off_Page	222	222	1.000000
seg033p32:Save_Mouse_On_Page_	seg035p32:Save_Mouse_On_Page_	183	183	1.000000
seg033p33:Copy_Mouse_Off_To_Mouse_Back	seg035p33:Copy_Mouse_Off_To_Mouse_Back	27	27	1.000000
seg033p34:Restore_Mouse_On_Page	seg035p34:Restore_Mouse_On_Page	144	144	1.000000
seg033p35:Restore_Mouse_Off_Page	seg035p35:Restore_Mouse_Off_Page	148	148	1.000000
seg033p36:UU_CRL_Restore_SP3	seg035p36:UU_VGA_RestoreToFrame3	133	133	1.000000
seg033p37:Draw_Mouse_On_Page	seg035p37:Draw_Mouse_On_Page	38	38	1.000000
seg033p38:Draw_Mouse_Off_Page	seg035p38:Draw_Mouse_Off_Page	38	38	1.000000
seg033p39:Draw_Mouse_On_Page_	seg035p39:Draw_Mouse_On_Page_	209	209	1.000000
seg033p40:Draw_Mouse_Off_Page_	seg035p40:Draw_Mouse_Off_Page_	213	213	1.000000
seg033p41:UU_GUI_ClearClickBuffer	seg035p41:UU_GUI_ClearClickBuffer	30	30	1.000000
seg033p42:UU_GUI_ClickBuffReset	seg035p42:UU_GUI_ClickBuffReset	7	7	1.000000
seg033p43:UU_GUI_SetClickBuffVar1	seg035p43:UU_GUI_SetClickBuffVar1	7	7	1.000000
seg033p44:UU_GUI_ClearBufferClick	seg035p44:UU_GUI_ClearBufferClick	30	30	1.000000
seg033p45:UU_GUI_FindEmptyClick	seg035p45:UU_GUI_FindEmptyClick	51	51	1.000000
seg033p46:UU_GUI_GetClickBuffVar1	seg035p46:UU_GUI_GetClickBuffVar1	4	4	1.000000
seg033p47:UU_GUI_AddBufferClick	seg035p47:UU_GUI_AddBufferClick	78	78	1.000000
seg033p48:UU_GUI_ProcBufferClick	seg035p48:UU_GUI_ProcBufferClick	121	121	1.000000
seg034p1:Interpret_Mouse_Input	seg036p1:Interpret_Mouse_Input	3935	3935	1.000000
seg034p2:UU_GUI_SetTimeOutP	seg036p2:UU_GUI_SetTimeOutP	28	28	1.000000
seg034p3:UU_GUI_SetTimeOutN	seg036p3:UU_GUI_SetTimeOutN	28	28	1.000000
seg034p4:UU_GUI_EditStart	seg036p4:UU_GUI_EditStart	16	16	1.000000
seg034p5:UU_GUI_SetClickBuffer	seg036p5:UU_GUI_SetClickBuffer	49	49	1.000000
seg034p6:UU_GUI_LoadClickFile	seg036p6:UU_GUI_LoadClickFile	84	84	1.000000
seg034p7:UU_GUI_SaveClickFile	seg036p7:UU_GUI_SaveClickFile	71	71	1.000000
seg034p8:Disable_Cancel	seg036p8:Disable_Cancel	11	11	1.000000
seg034p9:Enable_Cancel	seg036p9:Enable_Cancel	11	11	1.000000
seg034p10:Disable_Mouse_Wait	seg036p10:Disable_Mouse_Wait	11	11	1.000000
seg034p11:Enable_Mouse_Wait	seg036p11:Enable_Mouse_Wait	11	11	1.000000
seg034p12:Set_Help_List	seg036p12:Set_Help_List	23	23	1.000000
seg034p13:Deactivate_Help_List	seg036p13:Deactivate_Help_List	23	23	1.000000
seg034p14:Check_Help_List	seg036p14:Check_Help_List	195	195	1.000000
